comment,star
"Bought this to keep me comfortable on the front porch during the Florida summers while I make Internet's and smoke cigars; it worked almost as well as I hoped.The bad: I wish it got a bit cooler. It does a nice job and for the most part does what I hoped. There were a couple days that a few degrees cooler would have made the difference but it still.did a great job as I would have been too uncomfortable to sit out for a few hours.The good: it blows a large amount of cool, dry, air that is very directional - a foot in either direction and you will loose the bubble of comfort. The condensation reservoir is substantial and generally will allow me to run it for 3 or so hours - in Florida humidity - before needing to be emptied. The wheels make it easy to move around; it is a bit heavy to lift but not unmanageable. I often make phone calls and conference calls while on patio and the unit is not so noisy to be noticeable or hamper patio conversion.If you are looking to solve a similar problem, this unit works very well.",4
The media could not be loaded. It's EXPENSIVE for what it is. No reason this should be over $500 (probably $300-$400) so at $744 it's high.I'm planning on using it camping. I'm sure it will work great for night time cooling. It's heavy but sort of compact. It's ok to leave in the rain they say so to me that's important for my use scenario. I'll be running it outside my tent and simply piping the cool are outlet hose it.I'm going to add an extension hose to the outlet and possibly the drain. I'll update my review when I have finished those projects.,4
"I bought this this help my outdoor dog through the scorching summers in the west. It absolutely works, and is quiet as a mouse. It puts out hot air from the exhaust side, so I don’t know how it would be in a garage, but it really only cools the spot in front of the duct anyway. 111 degrees yesterday, and my dog was cool as a cucumber in the shade with nice cool air blowing on him.",4
It is a good product.,4
"I have the cooler located in a well covered and shaded outside area for my outside pets here in the Southwest. Had to replace cooler pump at two months (June - July) of daily 14 hour use. If used a lot, or use is of any importance, I recommend keeping a new spare cooler pump on hand. Shopping around will show that replacement cooler pumps are readily available, ranging from $18 to $43. Cooler pump replacement is fairly easy with videos available online. I will have this cooler going 14 hours a day thru August, possibly September.The overall size is convenient and will fit just about anywhere. For me, supplying water via the hose attachment is an absolute necessity, but the float valve only allows the water level to rise just high enough to completely cover the cooler pump, about 1/4 of the tanks capacity. The existing float is fixed, but adjustable floats are available from Hessaire.I am disappointed in the plastic used for the housing as it seems to be brittle, so I am very careful with it. I never pick the cooler up by the provided handle if there is water in the cooler as I am not convinced the housing could take it.For the money, I think it does a pretty good job. I think I might have been happier paying a little more for a more durable, higher end, higher output model, since it is only used in extreme outside conditions (108F to 118F).",4
"I took a lot of this review from other Amazonian because I agree with all of it and it is worth repeating.""I did a ton of research trying to figure out if I even wanted a portable AC. I needed it for a room with west facing windows that gets blasted with direct sunlight the entire afternoon/early evening. Window units became very inefficient during really hot days and thought a portable solution would help. And it definitely has! But.... you need to know certain things in order to get the most out of this.Firstly, any review that mentions you don't need to worry about attaching a hose to drain excess water that builds up is 100% wrong. You MUST attach a hose for this for it to work properly. It'll turn on and work fine for short period of time until the water reservoir inside this fills up and causes it to shut off. If you're on the east coast with humid summers, this will fill up with water and will need to drain out in roughly 10-15 minutes after turning it on. I got lucky and just happened to have a hose from an old kitchen sink sprayer. It fit in there perfectly. The small holes on the plastic attachment that the exhaust hose attaches to that goes in your window can easily be widened using a scissor and slowly spinning/burrowing it to grind the hole big enough for the hose. Got my drainage hose through that hole and under the screen of my window to drain outside. Works perfectly.Secondly, the exhaust hose leaks out a bunch of heat from the hot air if fully expanded. If your plan is to get one of these and the exhaust hose just barely reaches the window there will be a noticeable amount of heat given off. The closer to the window the better and if you can find a safe way to prop it up off the ground so it's closer to the height of the window, I highly recommend that and it'll also make it easier to run the drain hose outside. I have mine setup to where the exhaust hose is barely expanded, which makes it thicker and allows less heat to escape, where the AC unit is roughly 15-20 inches from the window. I have these old wooden speaker stands I made that can easily support this AC unit and keeps it about 2 feet off the ground so the exhaust attachment on the back of the unit is even with the plastic attachment for the window. Ideally you want as straight of a line to the outside as possible for that hot exhaust air. And once you have the plastic attachment for the window installed, you'll wanna seal up any open cracks in between with tape.Last thing is using the Dehumidifier mode over regular AC mode. Mine didn't come with a manual so not sure if they both do the same thing but I always leave mine in Dehumidifier mode and works great that way. It blows out the same cold air and sucks all the moisture out of the air. Which if you live on the east coast, TRUST ME... You definitely want that. It's 94 degrees and miserable out today in Philadelphia and I'm perfectly comfortable. Look outside the window and the hose is just a continuous, fast drip. All that humidity ends up outside and makes it easier to keep the room comfortable. When I switch it to regular AC mode it doesn't seem as comfortable even though it blows out the same cold air. Not sure if it's just where I live and this room being on a 2nd floor but this works well for me in dehumidifier mode.Overall I'm happy with my purchase and this unit works well. It's a bit more noisy than I had hoped but all portable units are noisier than window units. It only makes sense when the whole thing being inside your room vs. most of it outside your window where sound will disperse away from your house. I see a lot of comments about how loud portable units are when these people don't seem to realize they're all like that. Even fancy, more expensive units will still be rather noisy. It's just how loud the fan is. So, beware of reviews by people who have limited knowledge on this sort of thing and just post their own narrowminded review of something like a portable AC unit, not understanding how it really works and what needs to happen to get the most out of one.",4
"I like the cooling of the Apex 700. It's also much quieter than my old evaporative cooler. I also like the fact that the intake and cooling vent are both on the front - which means it can be put in a corner without worrying about airflow. The hose intake is also on the back of the unit and out of the way.The unit is WiFi/app controllable, and can send status notifications to your phone. It was giving me some erroneous complaints about potential for overfilling for a few days, but those have gone away.The issue I've had with it - and almost sent it back over - is that it was leaking a significant amount of water. When I diagnosed the problem, I found that the cover for the evaporative media touches the media. When water gets to the front of the media, it wicks on over to that cover, then the path of least resistance for that water is to channel out of the unit and down onto the ground (or in my case, my patio's concrete slab).I don't know why the designers thought it was a good idea to have that front cover touch the cooling media that can have water on it, and not provide a path of least resistance for the water to wick back down into the unit rather than out onto the ground.Removing the cover over the evaporative media fixes the problem, but I think it would also work to space the cover out so it doesn't touch the media, cut the cover back, or add some kind of lip that extends down from the bottom of the grille that would wick the water down that way and back into the reservoir rather than out and onto the ground.",4
"Overall thank God for portable air conditioner. I live on the top floor and gets very hot in the summer. To make matters worse the bedroom window gets direct west facing sun all day. The portable air conditioner is BEAUTIFUL. The size, works well to move around and draws all the heat out in a matter of minutes, 9.5/10. Noise level is a little loud at first until you get use to it.",4
I will recommend this to anyone,4
effective,4
"Tired of super high prices for electricity these days and I live in South Louisiana where costs are pretty cheap. I wanted a stand alone AC unit for my bedroom so I don't have run the central AC for just me at night. Researched a bunch of these units and though I was skeptical of the price of this one, I took a chance. Here is my review:The GOOD: Very much like the standalone component of this AC unit. I wanted something portable that I could move around the house if the power goes out. This unit has WiFi and Alexa integration. About the only thing I have found useful about that is being able to turn it on and off with the Alexa. Outside of that, have not found any use for that integration. The unit cools very well for my bedroom which is a few hundred sq/ft. and the ambient noise is about the same as being in a hotel room and running the AC in always on mode. For me, not a problem. Additionally, I haven't really had to drain the internal condensate bucket and I run it every night. My room does not usually get more than 50% humidity so it does not produce a bunch of condensate. Even in the RV, didn't drain more than about couple of mL of water. The customer service was very good for the product too, when I needed it for the issue mentioned below.The NOT AS GOOD (but not terrible)1. Though the unit cools well for my bedroom, when I used it in a 31ft RV, along with the onboard AC in the RV, between the two of them they could only get the temp down to about 75* on a 95* day. At night it worked splendidly.2. The Alexa integration appears to be very limited. Other than turning on and off, I have not found any other useful features. Maybe I need to research further.3. After about 2 weeks of running all night every night, a new phenomenon cropped up. Once the unit gets the room down to set temperature, the compressor would cycle off as you would expect. The fan would stay running and then compressor would cycle back on as needed. Well after 2 weeks, I was awoken in the middle of the night by the silence, that you would expect when the power goes out. The unit went completely silent like it was turned off, but it was still on. Adjusting temperature kicked the unit back on and then randomly it would go silent again. After dealing with customer support for about a week and a half, it was determined that the unit is functioning as intended. The unit will turn the fans off if the room temp stays at the set level long enough. This may be ok for some but I like the ambient noise of the fans running. The issue is, you cannot set it to have a persistent fan unless you put it in ""Fan Only"" mode. I hope this is a feature that the manufacturer ends up programming into the unit. The ability to have persistent fan in AC mode.4. The expandable exhaust hose is versatile for moving the unit around but it does not contain the heat of the exhaust very well. The exhaust hose gets pretty warm and that ends up adding some heat around the unit. Its not a tremendous amount but I would expect an AC unit to contain the heat from the condenser a little better.Overall I am very happy with the unit for what I needed it for and the price. I would have thought a 10,000BTU unit would cool a little more efficiently but its fine. Also, I REALLY hope they put a persistent fan setting in the AC mode to keep the ambient noise and circulation of air going all night.",4
"This is my second Whynter Portable A/C unit. I find the brand comes highly recommended and my first unit has served me well in my living room for several years. I purchased the Whynter ARC-148MS 14,000 BTU Portable Air Conditioner for my home office after our record-setting heat wave in June. My home office is only 120 square feet and, by rights, I should be using a window-mounted unit, but I did not feel comfortable installing a window unit by myself in a second-story window, so I went with a portable unit. With that caveat, here are my impressions.COOLING. This Whynter works very well cooling my small space. It has a ""swing"" feature which raises and lowers the vent cover to provide an oscillating effect, which is nice.NOISE. Portable air conditioners are noisy, doesn't matter the brand or model. You are in the room with the unit, unlike a window-mounted unit where the noisy parts are outside. Because the room I am using this unit in is so small, only 120 sq ft., the noise is inescapable. If you want a quiet air conditioner, get a window-mounted unit. Running it on fan mode is a little quieter than in cooling mode, but I still feel the need to turn it off when I am on a call or online meeting.SETTING UP. Setting up the Whynter was very easy. This is a SINGLE-HOSE unit, which makes set-up a bit easier than a dual-hose unit. For performance, I actually prefer a dual-hose unit. The Whynter has casters so you can easily move it when needed. Follow the instructions, leaving your unit off for several hours after you first install it to assure best performance.PRICE. Portable A/C units tend to be more expensive than window A/C units. Given that I was unable to work in my home office this summer without A/C, the cost was worth it to me.OVERALL. I am pleased with this Whynter A/C unit. I gave it 4 stars instead of 5 because of the noise, but really, that is going to be an issue with any portable air conditioner. Whynter is my ""go-to"" brand for portable air conditioners.",4
It seems like when I put ice inside the tray it just doesn’t throw enough cold air it doesn’t matter how much ice i put in it.,4
"The media could not be loaded. I have older windows which window units wouldn’t work in. I found this floor unit and compared to other brands it was significantly less. I was apprehensive since I’ve never heard of Shinco. This little unit is great, definitely gets my room cold. I would give it 5 stars but it’s a bit noisy (can’t hear my tv since I have the unit right by my head, stupid window placement.) It’s worth the money for sure. I couldn’t use the plastic piece that the hose fits into on my window because it was too big, as a temporary fix I just popped it through the window screen and crack open my window when I use it.",4
"Now that I've had time to try different things with it I'm pretty happy with how well it cools. The instruction book left a lot to trial and error. Remote came with a battery but did not work so I can't evaluate that. The so called ""upper tank"" appears to be a way to fill the actual lower tank. No word in the instructions about the drain plug being left open or closed in the ""upper tank"" it appeared that to fill the lower tank you pull the plug and pour the water in the top then reinsert the plug for operation. Instructions say ""ice box"" can be removed from the unit and be put in freezer. I'm guessing this means one of the blue bottles that comes with it can be frozen and put in the top to aid in cooling. The instructions say doors and windows must be left open to operate. Pretty sure that would defeat the chance of cooling my house when it's 106 degrees outside. The louvers must be pried open with a fingernail or ? and positioned. After a lot of guessing I'm pretty pleased with it now.",4
"I have a West facing study room that the sun beats down strongly every afternoon during the summer months which the central air con cannot cope. The ideal solution should be a portable air con but condominium rules forbid the replacement of the window frames nor the sticking out of the exhaust chute from such a unit. This cooler is the next best choice. Whilst not as effective as an air conditioner, I measure the temperature dropping about 5°C when unit is running.However, it requires daily maintenance like emptying and filling of the water tank and the replacement of the ice packs every 3 hours. And these should be the bigger ones used in food coolers and not the toy like tubes that comes with it. If you are lazy and does not want to spend extra on some ""real"" cooler packs, this may not be for you.",4
"I purchased two costway coolers. I use them in a 20 by 20 room. It keep the room at least 10 degrees cooler than the rest of the house. I ran them most day on 80 to 90 days how ever those days over 90 you could really feel the moisture/humidity that these machines put out.Also there were a few review where people said they had odor off of their units. Since I had two I pulled one out and let it acclimate for a week or two before use, No odor at all. The second one I pulled out and let it sit for a few hours it had a small faint odor that was present first use but than was gone. We will see how it goes next season when I pull these back out. I suspect that the bad oder are from rancid water not able to escape the machine. I can't say yet.",4
It doesn’t stay on longer than 2 minutes. Poor quality.Update: the company has reached out to me to help resolve the problem. Ended up getting a refund. I was pleasantly surprised by how quickly they responded and willing to help find a solution. They offered to replace but I declined since I no longer needed the item. I would definitely give the company another chance in the future. Product was a 1 star for me but because they tried to make it right I rate it 4 stars,4
"Cools very well with awesome air flow! You can feel it from up to 25 feet away when on high. Worked great here in the central valley of California up till the temps go over 102°, then efficiency drops considerably. But it's an evaporative cooler and they all do at those temps. This unit is very light and easy to move around on hard dirt if empty of water, and if full of water on concrete. It is not loud if on low, but on high you have to raise your voice if you are within 10 feet of it. My only real gripe is the motor rusted after only one cooling season and now is locked up after only 2 cooling seasons. If the additional 4 year warranty covers the motor then it would be well worth the extra money because the replacement motor costs more than the warranty does. Did not expect this to rust so fast being a motor supposedly designed for a damp environment, I expected the metal to be more rust resistant and was surprised that it was an open housing motor (you can see the windings) and not sealed. It is obviously not a motor designed for wet / damp environment. My other recommendation is to take a drill bit the same size as the original holes where the water drips from the top channel onto the pads and redrill / ream them out then blow out with compressed air. The manufacturing process of drilling out these holes seems to leave lots of plastic remnants which slow down or block entirely the steady stream of water. Removal of the top cover during this process will ensure that all plastic shavings are removed and can not continue to clog the holes. Other than that, it worked great, while it worked. Overall, I think it is overpriced for the quality. One could purchase a residential side draft swamp cooler for 800 dollars and with a few modifications (garden hose connection for water fill valve, caster wheels), would have a better quality product that's going to last much longer, albeit much heavier and not as portable!",4
"Update 2; received a replacement unit and this one is working fine. I suspect the original unit was damaged during shipping. The new unit is quieter than the original and the noise level now is ok; louder than a fan of course but it's not so loud you can't sleep with it on. Overall works fine now. When buying one of these I would suggest you make sure to test it out right away and run it a few times to make sure it wasn't damaged during shipping.Update: after speaking with the seller the offered to send a replacement. Will update this after I receive the new unitAbsolute piece of junk junk. Only actually ran for somewhere around 12-15 hours,. The cooling output was alright, but the noise level was absurd. And then things got bad. At this point it started making an extremely loud whistling sound - picture the most annoying teapot imaginable. This was multiple times louder than than just the standard running noise, which was too loud to begin with. Even after turning it off the whistling continued for another 30 to 45 minutes and could be heard two rooms away. After that the compressor stopped working, which mean no more cooling. So now it's a $300 fan, and not even a good one at that. Don't waste your time or money on this.",4
"So 3 months into owning this unit it’s finally hot enough outside to set it up. IT WORKS! Good thing since I’m out of my return window.Background: Moved into my first home with Central Air, works great downstairs, not so good upstairs. We lack a return up here, it is a retrofit gravity system. I needed a solution to not melt myself and my wife in a relatively small room with 2 robust gaming PCs and too many monitors.Pros:Air out the top is nice and coldRemote is easy to useSetup was about 10 minutesFan blows strong and the cooling vent has a nice oscillationCons:Pretty darn loud (All portable AC’s are since the compressor is inside the room)Exhaust tube is Very Hot, which is to be expected if you have any idea how an ac works.After about 30 minutes the computer room (upstairs, old house, 11x15’, newer windows) is still pretty warm, but it is getting better.(1 hr- still not Cold, yet better. Although there is no gaming going on so that will be the true test. I will update if this LG fails that test)Hindsight being 20/20, just shoving a window ac in would have definitely cooled the space faster and not introduced extra heat into the room (exhaust tube), while also being a bit quieter.BUT - Being relatively portable and not having to screw anything into my window/frame is very convenient. I can see myself keeping this unit and not giving it away like I have 7-8 window ac units before. Also hindsight, should have kept one…Tip: Keep the vent as short and straight as possible.Unit has a dehumidifier mode, you Must attach a hose to the upper drain.No hose/drain required dying AC mode, the unit has an evap system. It will however warn you if you need to drain it.I’d call it a safe buy, reputable brand, fair price per BTU. I think I’ll get some kind of insulation for the vent.",4
The media could not be loaded. It work well nice design but very expensive I found the same thing in the store for the third of the price around $550 they sold it to me on Amazon at $1500 so I would tell you to shop around go to different stores it’s much cheaper screwed big time,4
"Great product, received on time as promised. Cool down my 100 sq. ft office quickly, still testing out in my 1st month of operation. However, one down side...noice level is loud despite rating @51 db for quietness.",4
"It is easy to install, it works, but still a bit too noisy for my liking. But for a portable AC, I guess it is as good as it gets. The price point is expensive.",4
The unit works great after the first week... the only downside so far is the REPEATED CLICKING sound when in heat mode... the unit will click Loudly (like an electrical circuit switching on and off) as many as 5 times... this action repeats several times (at least 10) over the course of a night... it is loud enough to wake you up from over 20 feet away... Note: The cause of the clicking is explained in the user manual... The unit does heat and cool well... and does not click in cool mode.,4
"It’s does exactly what it says. Not too bad for heating. For cooling, it cycles cool water to expel a cool air flow from vent. BUT don’t expect to get cool like a HVAC can if your need to cool a space (semi insulated) during a heatwave. What I find that works for me is using gallon of water from fridge to pour into bucket and cycle several ice bricks (2 at a time) every couple of hours to get small space to a consistent, tolerable temperature if you’re gonna be in the space for several hours.",4
"I bought this unit because of it’s ability to add ice packs.The hose connector was missing a piece to connect to a garden hose. However, this company stands by their product because they immediately let me know that my order must have been missing this piece and immediately shipped it to me.Despite this, the swamp cooler works great, and it gets a two thumbs up from my wife, who prior to the arrival of the cooler, refused to sit on the patio when temps went into the 90’s. Operating on high, (which is very very quiet) temperatures in the low 90’s (93 to be exact) dropped to a very comfortable 84 in Central Texas Hill Country heat. The oscillating fan cools the entire 22’ x15’ patio, and evenings outdoors are now quite enjoyable. The ice packs add to the cooling effect. Definitely would buy this one again.",4
It works great. We have a tiny house it's 250sf and it does the job keeps it cool. But we only use it in the afternoon when we are home. We use a window AC during the day. It blows out hard cold air in the afternoon Florida heat at the right time,4
Bought this unit before any reviews were posted so obviously took a chance. Luckily it worked out for me as it is blowing cold air nicely. Knocked off 1 star as the window kit was not long enough to cover the height of my window (though I knew this from the product description). I had to buy a separate window kit.,4
"The first unit I got was defective, so I returned and got this one.On ""Strong"" mode, it's full fans and cooling. In a hot room, you need to be in front of the unit to feel the cool air. It's a good spot cooler, and that's about it.I may buy another one of these for power outages, short camping trips. But mainly, it's used at home for spot cooling in a hot room.I let it run for a few hours on full blast. It burned a stead 193 watts. Not bad for emergency/spot cooling. Just know what to expect. Not a strong fan, so you have to be close. It's only half the cooling capacity of the smallest window units.In a computer room, it's great when the PC starts heating up.Try it out! Expensive though.",4
I have been looking for some time and tried the available units in store. This unit is the best I found having consideration for price and efficiency. That is to say it is affordable and does make a difference. I live in QLD Australia and the humidity is a real problem. An 'evaporative cooler' is not an effective air cooler in humid conditions. This unit is an 'Air Conditioner' and does cool the air and remove humidity. I was impressed with the amount of water it removed from the air. I use it in a slide on (truck) camper. A small space and it works. This thing is not small but is comparable with the other units on the market and is lighter which is an important consideration weight is critical. this is the pick of the market at this price.,4
"My only dislike is the exhaust system. The hose fitting is loose on the section it attaches to the back of the air conditioner. Moving the air conditioner will sometimes make it come un-attached. I mainly use the cold air so the heat it produces needs to go out of the window. The exhaust hose adjusts in length but the insulated cover that wraps around the hose is not long enough for the hose. Since the exhaust hose is exposed and very warm, some of the heat is introduced back into the room I want to cool. Wish more exhaust insulation covers were available. Maybe smaller section covers included as an extention if needed.Instructions showed it can fit a smaller window such as a 20 inch but you have to cut the window adapter to the correct size. When the two pieces of window adapter plates overlap the exhaust port hole is covered. I had to cut out the section that covers the exhaust port hole.Other than that the machine sets as cold at 64 degrees Fahrenheit, quiet, and blows fairly strong. Would buy again if I must.",4
I like that you never have to dump the water all you have to do is refill it put ice or you can use cold packs to keep the water cool very easy to use,4
"It works, just not like we hoped. Our mistake for not researching!",4
"I bought this for our tiny desert vacation home. It is a basic evaporative cooler that cools hot air by having it flow through pads that are wet with water. I fill it only with water purchased from the store because of the large calcium deposits present in the well-water in the area. It has made our small, two-room cottage very bearable, even during the hottest afternoon. It is not ""refrigerated"" like an air conditioner, but it has an area to introduce ice if you want even cooler air. The most important thing is that it's on wheels, so we can push it to wherever we need to use it. While preparing meals, we can put it in the kitchen. During the rest of the time, we keep it in the living area. Beware, however, as evaporative coolers do not work in wet climates. Only buy if you live in an area with very low humidity or it will not work.",4
This air conditioner is good for small spaces,4
"Bought 2 of these units. The worst part was putting the casters on. They did not go on easily, needed a mallet and screwdriver to slowly nudge them in. Instructions are inadequate. Had an issue with my cooler at less than a year old where the remote wasn't working properly on one, and worked perfectly on the other unit. Also, the pump was not evenly pumping water down the sides, only down the back. And I did use a de-scaler made for coolers periodically throughout its use. I also used filtered water.Contacted customer service, they were very responsive, and after some troubleshooting, they sent me a new cooler. They sent me a return label to send the old one back.This unit does the job and cools down my 15 x 25 foot studio space in 10 minutes on very hot days. I live in a hot, very dry climate. When not using the cool/water feature, the fan alove provides very nice air circulation, and I like that you can regulate the vents for the air to go where you want it.",4
This air conditioner appears to be well made. My issue was the Vent hose was not long enough and the window guard that fits exhaust peice was too long to fit the window. Allow space around unit when measuring to fit in the room you choose.,4
"For the price paid, it is a good device. Easy to start. Additional accessories are also easy to install (with user manual included). So far for a few days of very hot weather, it has been good at cooling two rooms in the house. It is over a longer period of use that we will see the quality of manufacture of this model. But so far we are satisfied. :-)I make some additions of info on this machine:It works with us from a 120 volt alternating current. I don't know if it would work well on the battery in a caravan vehicle. Additionally, this system is 28 inches tall by 12 wide; so it takes up space. For noise, it is acceptable if it is placed far enough away from where you sleep (we can compare it to the sound of a refrigerator).",4
"Plus, as the air cools i barley see condensation forms and drips into drainpipe !",4
"Like the features, happy with the venting. Most important they cool not just 1 room but that wing of the house.",4
"This review is about the VCJ Portable Evaporative Air Cooler, which i bought for our patio. I was looking for something for our back porch, to keep us cool during the summer. and we came across this Air-cooler. The Unit is about 41' or 42 in height, connects thru an AC power cord. (no batteries required.) Also included are 6 ice pks, to keep the water cool. (But you can also add ice) The water tank is at the bottom, water is pored into it from the top tray. which then goes down into the tank. the water tank fills up about 3-4 jugs. (which last a long time.) i believe 3 or 4 days, maybe longer. The unit has 4 wheels, easy for pushing or pulling, to place right where you want it. The front vents are moveable up or down. to get the cool air on that perfect spot. it blows enough air, (about 8 or 9 feet away.) Honesty the coldness is not gonna beat a real home A/C. I would say that while it does a good job at blowing a lot of air. the coldness is about a 6 or 7 out of 10. which means that you can feel it. So NO! it wont leave you sweating. or hot. It also comes with button that moves the air left and right (which i didnt even know when i bought it.) lol The Unit has a nob for power on and off, as well as how high you want it..Low mid or high. numbred as 1, 2, 3. Personally i liked it. my family likes it. even my dog loves the freash air., lol I would buy again for me or as a gift. If you are looking for a budget air cooling A/C for either indoors or out. give this1 a try.",4
"The fan is very strong, even on speed 1, cools down very quickly. It is rather noisy, especially if you have the louvers moving side to side. Definitely don’t want to move it around much with it full of water. I didn’t see how to clean dust/dog hair from the vents, but I’m assuming it should be done after the unit has not been running for an extended period of time so it would have time to dry and could be vacuumed? Over all, we are pleased with this unit so far. 😊 October 2023 The performance of this unit was good. It helped a lot on really hot summer days. We finally figured out how to access the filters, by disassembling most of the unit. The dog hair and dirt did not vacuum off and I was prepared to buy new filters. Replacement filters were nowhere to be found on Amazon or any of the local hardware stores. I was able to get a hold of the company through the Amazon message board just to find out that this unit and it’s filters are no longer available. They did offer a suggestion for cleaning, which worked pretty well, but doubt they will last more than one more summer. My advice is to find out whether or not replacement filters are available before you purchase a unit.",4
Cools my living room just fine for the cost of the unit I am happy with the purchase.It is no louder than any other portable unit I have had in the past.Glad I bought it!!!!!!,4
Product performed as described.,4
Just the right size and power level for my needs. It goes through about 4 gallons of water a day for me so far. But I can’t give it a perfect 5 because the writing on the controls is rubbing off already.,4
"This might work for a tiny room, or to have as a fan while working In front of it. But it does not replace AC. I ended up getting a window AC Unit. It is nice to use as a fan for my baby while he plays during the hot days. I add the ice boxes often but have found putting ice in the top worked better at cooling the water. It’s not a bad product but definitely would not get this as an AC option if you have very hot summers.",4
"What these swamp coolers really need is a function that keeps the water cool because as soon as the water warms up, this becomes pretty useless. It works fantastic when the water is cold, but you'll likely run into the same problem I was in warm weather where the water gets too warm over time, even with the ice packs, and it begins to not work as well for cooling. What I suggest is this: if you will be using it for a long time like all day, don't fill the tank all the way. Fill it half-way and then fill it again later on with cold water and a new cold ice pack. That way, you aren't working with warm water the second half of the day.That issue aside, this does work very well with cold water. It almost feels air-conditioner-cold at first. It has a powerful air flow, too. I do like it a lot, I just wish it had a feature that keeps water cool!EDIT: A few days later, and both my ice packs split in the freezer, just like everyone else's. Sort of ridiculous that they include such horrible ice packs with this machine. I ordered six of these ice packs in Mini size (three of them fit in the top reservoir perfectly so I got three extras to keep cool while the first three are in use so I can rotate them): Igloo Performance Ice Blocks - Mini. They last much longer than the ice packs that came with this machine! I highly recommend that you get them, too.",4
"The unit itself is great. Does exactly what it’s advertised to do! I usually have to fill it 1-2x a day depending on how hot it is and how high I have the fan, I also usually have the switch out ice packs a few times a day as well. It’s definitely not an ac but it does cool the air quite nicely. The only downfall are the ice packs, they’re essentially useless. Ice packs I had on hand cooled way better. Their ice packs broke after a week and only stayed frozen for maybe 30 minutes before I had to re freeze. I recommend the unit but I would definitely buy different ice packs to go with it.",4
"Been looking for a pair of gaming earphones so I needed a mic. Tried these out and the value of the sound quality seems okay. They don’t stay on your ear as easy as you would expect as the adjustability isn’t that easy to use.Function-wise, they have decent volume and clarity but the mic quality is lacking, especially in terms of volume.",4
"These are buds are better than expected for casual PC gaming (wanting/needing to still hear the room). But with the right size ear “pads” the do a great job blocking out sound. The mic has a slight static sound at times, not noticeable by me and not very frequentBut overall pleased with this purchase",4
"I use this for my ps5. The sound is good wish it was louder with more bass but its good enough. The mic is definitely the weakest point so far. Firstly I dont like that it plays the mic sound through the headset when its unmuted ive gotten used to it but its still annoying hearing my breathing. I also dont like the quality of the mic and it peaks very easily despite me keeping it away from my mouth most of the time. Otherwise the headset feels really comfortable, it connects easily and quickly to the ps5, theres a somewhat quiet liw battery beep but i like that it lets you charge while you are still using it.",4
"This G533 Wireless was my first ""Amazon Renewed"" purchase. From what I've read, more often than not these are returned unused products. I was in luck as this was obviously a return that wasn't used at all.It came in a nondescript box, with the headset and accessories inserted in a Ziploc bag. The charging cable and wireless dongle are authentic Logitech G accessories, and were bubble-wrapped separately. All the protective peel-offs on the headset were also intact and undisturbed. And most importantly, the ear cups and headband cushion were extremely clean. The original packaging was probably damaged so technically it couldn't be sold as ""new"".Anyhow, once I got it unboxed, I plugged in the receiver and turned on the headset. Immediately G Hub recognized it. I ran it through the sound test and it was great, with no discernible distortions. Mind you, it wasn't perfect, but it's certainly good enough. I then tested the mic using Zoom as well as doing recordings through Windows., Although they weren't superb, my voice was clear and understandable - certainly good enough for Discord.Although I do find it somewhat bulky and heavy, it sits comfortably on my head, and the cups fit over my ears snugly. The overall fit is firm, but not constrictive. I also like how the the mic extends and retracts as well, and the flex is adequate and not flimsy.I'm more than satisfied with this purchase. The only caveat being it's limited connectivity. It would've been nice if this was Bluetooth-enabled, or at the least if it had wired functionality. Regardless, the G533 Wireless is a very capable, no-nonsense headset, fit for any gamer. Happy shopping!Edit: After having these for a few days now, I will say it does start feeling tight during long sessions. And my ears do get hot after awhile being confined in the cups. If these had more breathability, and a way to lessen the tension somehow, these would be perfect. Still, this thing's a keeper in my books!",4
"The media could not be loaded. This was a gift for my son, and he is enjoying it immensely.Especially the ease of use, the lights, the ability to hold things in the tray. He also likes that it blends in well when turned off (see pic), but the lights then match the rest of his accessories when they’re all on (sorry - no pic).I’m glad he’s happy and will certainly keep the product, but my only 2 ‘complaints’ would be:1) While the assembly was simple and didn’t require instructions (plain box, 3 parts, absolutely no further info), I still would have liked some basic instructions instead of relying solely on intuition.I found the pole fit better one way (less wobbly) than the other and I tried to not push too hard in case it’s not intended to ‘snap’ into place either and broke - rendering it useless.2) If I’m correct and it’s not suppose to ‘snap in’; that the pole portion of the stand itself feels flimsy and weak. It isn’t as solid as I’d like and it still wiggles more than I’d like to see on an item that will get daily use (see video). So I do worry I will have to replace the entire thing if he’s not careful and it snaps. Or I’m considering gluing it at both ends to give it more stability and longevity.We’ll see what happens!",4
"The build quality is nice, but they weren't comfortable on any of the adults in my house. The ear cups are small, they're either going to press on the top or lobes of your ear which just leads to pain after a while. And that's assuming you can get them over your ears. Fully extended it's comfortable on the 13 year old but a little small for everyone else.The audio is okay. Far from great but good enough to hear directional stuff in game. The mic sounds kinda cheap. It came through clear but people said I sounded like I was talking into a can. If you're locked in at this price point and have a smallish head, they're fine. They feel like they'd last a while.",4
"Delivers clear sound, but comfort for long periods is compromised by thin earpads, allowing the drivers to touch the ears. Both sides of the connection area are prone to cracking",4
Unlike the Kraken v3 pro wireless with haptics this Blackshark v2 has a clean crisp sound. no base no rattling. Just constant clear sound. I need more than that when gaming and doing video creations. I need the environment to,4
Great product that makes headset/ pc area look neat. RGBs are cool but you can’t turn them off unless you unplug it. Also wireless charging works but isn’t mag safe,4
